Lost Art ID;Hersteller/Künstler/Autor:in;Titel;Datierung;Beschreibung;namen_neu;Q_Nummer;datum_neu;datum_alt;spalte
618199;Daubigny, Charles-Francois [Künstler:in];Sonnenuntergang / Landschaft mit Bäumen / Krajina se stromy;;"MŠANO: signiert F. Daubigny, vergoldeter, geprägter Rahmen, 300 KčParke-Bernet: Der Wald in der rechten Bildhälfte ist mit grünem Laub bedeckt, der Dämmerungshimmel reflektiert das orangefarbene Licht eines Sonnenuntergangs, eine Frau mit rotem Kopftuch ist auf dem grasbewachsenen Ufer rechts zu sehen, das an den Fluss grenzt, der durch den Vordergrund fließt; in der Ferne ist ein größeres Gewässer zu erkennen, das von niedrigen Hügeln begrenzt wird. Signiert unten rechts DAUBIGNY. (Hanak) [Marginalie:] 275";Charles-Francois Daubigny;;0;0;1
618200;Isabey, Eugène [Künstler:in];Szene im Innenhof / Scéna v nádvoři;1864 [Datierung];"MŠANO: signiert E. J[s]abey, vergoldeter, geprägter Rahmen, 300 KčParke-Bernet: Ein Palasthof mit Figuren, die vom Balkon aus rufen, eine Frau mit einem Kind, das die Treppe hinabsteigt, eine andere in Rosa, die den zurückgekehrten Krieger umarmt, ein Soldat in Scharlachrot, der die Figuren auf dem Balkon begrüßt; Bedienstete satteln die Pferde ab. Rechts unten signiert E. ISABEY und datiert 1864. (Hanak) [Marginalie:] 425. Ausgestellt in der Royal Hibernian Academy, Dublin, 1904-05";Eugène Isabey;Q714341;1864;0;1
618201;Jettel, Eugen [Künstler:in];Landschaft nach dem Sturm, mit einem Regenbogen / Landschaft nach dem Sturm, mit einem Regenbogen / Die Böe: Holland;1884 [1894] [Datierung];"MŠANO: signiert Eugen Jettel, Paris 1884, 1500 KčParke-Bernet: Im Vordergrund ein Kanal mit Seerosen, im Schatten von Gewitterwolken, links ein Sportler mit Hund, der am Deich spazieren geht; im Mittelgrund grasen Rinder im Sonnenschein vor einem Regenbogen. Rechts unten signiert EUGENE JETTEL, pixt, und datiert 1894. (Hanak) [Marginalie:] 260.";Eugen Jettel;Q1372645;1884;0;1
618202;Ribot, Théodule [Künstler:in];Zwei Porträts / Dvě hlavičky;;MŠANO: vergoldeter, geprägter Rahmen, 500 KčParke-Bernet: Zwei Kinder in Brusthöhe, eines mit braunem Haar, nach unten blickend, mit rotem Pullover, das andere blond, die Gesichtszüge stark von links beleuchtet. Signiert oben rechts T. RIBOT. (Hanak) [Marginalie:] 170;Théodule Ribot;Q20743642;0;0;1
618203;Rotta, Silvio Giulio [Künstler:in];Geschichtenerzählen / Eine alte Frau mit einem Kind an ihrer Seite / Předouci stará žena, u ní dítě;1884 [Datierung];MŠANO: signiert Silvia G.Rotta, Venezia 84, vergoldeter, geprägter Rahmen, 600 KčParke-Bernet: Ein Kind mit rotem Kopftuch und gestreifter blauer Schürze sitzt an den Arm einer alten Frau gelehnt, die ihr beim Kardieren von Wolle eine Geschichte erzählt. Signiert und datiert Venezia, '84. (Hanak) [Marginalie:] 700;Silvio Giulio Rotta;Q16058743;1884;0;1
618210;Schindler, Emil Jacob [Künstler:in];Landschaft mit Teich und Bäumen / Krajina s rybníkem a stromovím;;"MŠANO: signiert E. J. Schindler, vergoldeter, geprägter Rahmen, 600 KčParke-Bernet: Eine Frau in blauem Rock sitzt auf einer grünen Wiese am Rande eines Teiches, in dem Enten schwimmen; Bäume säumen die Wiese, die gebogenen Stämme zweier Eichen verdecken teilweise ein weißes Bauernhaus in der Ferne. Signiert unten rechts SCHINDLER. (Hanak) [Marginalie:] 600. Ausstellung der Werke von Jakob Emil Schindler, Moderne Galerie, Wien";Emil Jacob Schindler;;0;0;1
618211;Tissot, James [Künstler:in];Der morgendliche Ausritt / Rekonvaleszentin (Dame mit Decke) / Rekonvalescentka (dáma v kocáre);1872/73 [Datierung];"MŠANO: signiert J. Tissot, vergoldeter, geprägter Rahmen, 600 KčParke-Bernet: Eine junge Frau in einer kleinen offenen Kutsche, die von einem Esel gezogen wird, mit einem gestreiften blauen Tuch über den Knien, hat auf einem Gartenweg angehalten, der in Richtung der Azaleen führt, die den Weg in voller Blüte in Scharlachrot, Weiß und Rosa säumen; ein Herr steht fast im Profil und lehnt sich auf den Rücken des Esels; hinter ihnen eine Frau in Schwarz mit einem kleinen Matrosenhut auf einem anderen Esel. Die Wälder im Hintergrund verdecken den Himmel. Rechts unten signiert J. J. TISSOT (Hanak) [Marginalie:] 750";James Tissot;Q381248;1872;0;1
618212;Zügel, Heinrich von [Künstler:in];Schafe / Ovce / Schafe auf der Weide;1882 [1882 (um)] [1885/1889 (um)] [Datierung];"MŠANO: 5./ Schafe, Öl auf Leinwand, sign. H. Zügel, Höhe 116 cm, Breite 164 cm, profilierter, geprägter Rahmen. 500,- CZKParke-Bernet: 92. SHEEP AT PASTURE [SCHAFE AUF DER WEIDE]. Drei Schafe grasen auf einer grünen Wiese vor Weidenbäumen, die ein Flüsschen säumen. Offene Felder erstrecken sich bis zum weiten Horizont unter einem wolkenverhangenen Himmel. Links unten signiert H. ZUEGEL, München (Hanak) 675; 45 x 65 inches; Aus den Feigl Galleries, New York";Heinrich von Zügel;Q602549;1882;0;1
616556;Regnault, Henri [Künstler:in];Portrait de l'artiste / Porträt des Künstlers;;;Henri Regnault;Q553571;0;0;1
616557;Renoir, Auguste [Künstler:in];Madame LECOEUR;;signiert;Auguste Renoir;Q12142552;0;0;1
616558;Renoir, Auguste [Künstler:in];Monsieur LECOEUR;;;Auguste Renoir;Q12142552;0;0;1
616561;Toulmouche, Auguste [Künstler:in];L'heure du rendez-vous / Die Zeit der Verabredung;1874 [Datierung];"Signiert und datiert ""1874"".";Auguste Toulmouche;Q2564226;1874;0;1
616562;Toulmouche, Auguste [Künstler:in];Les deux sœurs / Die zwei Schwestern;1879 [Datierung];"Signiert auf der linken Seite und datiert ""1879"".";Auguste Toulmouche;Q2564226;1879;0;1
616563;Toulmouche, Auguste [Künstler:in];Portrait de femme en buste / Brustbild einer Frau;;Links signiert;Auguste Toulmouche;Q2564226;0;0;1
616564;Toulmouche, Auguste (zugeschrieben) [Künstler:in];Le repos sur l'herbe / Das Ausruhen im Gras;;derzeit keine weiteren Angaben verfügbar;Auguste Toulmouche (?);Q2564226;0;0;1
616566;Abel Truchet [Künstler:in];La place Moncey par temps de pluie / Der Place Moncey an einem regnerischen Tag;;Rechts signiert;Abel Truchet;;0;0;1
616567;Abel Truchet [Künstler:in];Au Cabaret Montmartrois / Im Cabaret Montmartrois;;Rechts signiert und mit einer Widmung versehen;Abel Truchet;;0;0;1
616569;Willette, Antoine [Künstler:in];Projet pour une décoration murale / Entwurf für eine Wanddekoration;1904/1905 [Datierung];Signiert auf der linken Seite und datiert 1904. Signiert auf der rechten Seite und datiert 1905;Antoine Willette;;1904;0;1
616570;Wittgenstein, Edouard [Künstler:in];Paysage fluvial avec bateau / Flusslandschaft mit Boot;1853 [Datierung];"Signiert und datiert ""1853"".";Edouard Wittgenstein;;1853;0;1
613761;Leistikow, Walter [Künstler:in];Grunewaldsee;;signiert;Walter Leistikow;Q573668;0;0;1
613762;Thoma, Hans [Künstler:in];Herrenbildnis: Franz Anton Maier von Bernau;;signiert;Hans Thoma;Q678094;0;0;1
613764;Skarbina, Franz [Künstler:in];In einer Pariser Kneipe;;Signiert und lokalisiert: Paris;Franz Skarbina;Q559023;0;0;1
613765;Hofmann, Ludwig von (1861) [Künstler:in];Frühlingsreigen;;signiert;Ludwig von Hofmann;Q318551;0;0;1
613766;Flickel, Paul [Künstler:in];Waldlandschaft mit alter Buche;;signiert;Paul Flickel;Q19298287;0;0;1
613768;Bröker, Wilhelm [Künstler:in];Herbstliche Waldlandschaft mit See;;signiert;Wilhelm Bröker;Q2572130;0;0;1
613770;Dorsch, Ferdinand [Künstler:in];Alt-Heidelberg;;signiert;Ferdinand Dorsch;Q15119625;0;0;1
613773;Kallmorgen, Friedrich [Künstler:in];Auf den Vorbergen des Schwarzwaldes;;signiert;Friedrich Kallmorgen;Q1460165;0;0;1
613612;Flinck, Govert [Künstler:in];Schäfer und Schäferin / Bergère et Bergerette;;;Govert Flinck;Q550401;0;0;1
613613;Gainsborough, Thomas [Künstler:in];Damenbildnis (Dame bij boom);;derzeit keine weiteren Angaben verfügbar;Thomas Gainsborough;Q192720;0;0;1
613619;Abecassis, F. [Künstler:in];Bildnis eines Mannes mit Kinnbart, Halbfigur;1801-1900 [Datierung];"S. R.; bezeichnet: F. Abecassis.";F Abecassis;;1801;0;1
613620;Kaulbach, Hermann [Künstler:in];Blumenstilleben, Feuerlilien in hoher Vase;;Bezeichnet: H.K.;Hermann Kaulbach;Q19210980;0;0;1
613621;Lenbach, Franz von [Künstler:in];Bildnis des Altertumsforschers Theodor Mommsen;1893 [Datierung];"G. R.; bezeichnet: F. Lenbach, 1893.";Franz von Lenbach;Q585323;1893;0;1
613626;Seebach, Lothar von [Künstler:in];Kohlenhalde;;S. R.;Lothar von Seebach;Q3260017;0;0;1
613627;Seebach, Lothar von [Künstler:in];In der Bildhauer-Werkstatt;;G. R.;Lothar von Seebach;Q3260017;0;0;1
613628;Seebach, Lothar von [Künstler:in];Mohnfeld, Im Hintergrund Dorf;;S. R.;Lothar von Seebach;Q3260017;0;0;1
613629;Seebach, Lothar von [Künstler:in];Pferdeschwemme;;S. R.;Lothar von Seebach;Q3260017;0;0;1
613630;Seebach, Lothar von [Künstler:in];Marktplatz in Straßburg, im Hintergrund der Münster;;G. R.;Lothar von Seebach;Q3260017;0;0;1
613631;Seebach, Lothar von [Künstler:in];Stadt im Winter;;G. R.;Lothar von Seebach;Q3260017;0;0;1
613632;Seebach, Lothar von [Künstler:in];Dorfbrunnen;;S. R.;Lothar von Seebach;Q3260017;0;0;1
613633;Seebach, Lothar von [Künstler:in];Kehl am Rhein;;S. R.;Lothar von Seebach;Q3260017;0;0;1
613634;Seebach, Lothar von [Künstler:in];Binnensee;;S. R.;Lothar von Seebach;Q3260017;0;0;1
613635;Seebach, Lothar von [Künstler:in];Fischerkähne;;S. R.;Lothar von Seebach;Q3260017;0;0;1
613636;Seebach, Lothar von [Künstler:in];Allee im Herbst;;G. R.;Lothar von Seebach;Q3260017;0;0;1
613637;Seebach, Lothar von [Künstler:in];Blumenmarkt;;S. R.;Lothar von Seebach;Q3260017;0;0;1
613639;Seebach, Lothar von [Künstler:in];Tulpen in getriebener Messingvase;;"G. R.; bezeichnet: Seebach";Lothar von Seebach;Q3260017;0;0;1
613641;Thiem, Paul [Künstler:in];Sieben Landschaftsstudien;;bildmäßig aufgeführt, teils gerahmt, teils ohne Rahmen;Paul Thiem;Q2062759;0;0;1
613642;Thoma, Hans [Künstler:in];Der Regenbogen;1886 [Datierung];"Landschaft am Oberrhein mit blühenden Obstbäumen, auf denen das Sonnenlicht, durch die letzten Regentropfen scheinend, köstliche Farbenwirkungen hervorbringt. Bezeichnet mit Monogramm H. Th. 1886; G. R.";Hans Thoma;Q678094;1886;0;1
613645;Thoma, Hans [Künstler:in];Der Sämann;1886 [Datierung];"Der Sämann, den Samen über die Erde ausstreuend, blickt auf zum Himmel, aus dem sich ein kurzer Regenschauer auf die sonnenbeschienene Flur ergießt. Bezeichnet: H. Th. 1886; G. R.";Hans Thoma;Q678094;1886;0;1
613648;Thoma, Cella [Künstler:in];Blumenkorb mit Flieder und Pfingstrosen;1878 [Datierung];"G. R.; bezeichnet: Cella Thoma, 1878";Cella Thoma;;1878;0;1
613649;Thoma, Cella [Künstler:in];Kornblumenstrauß in getriebenem Messinggefäß, dessen Deckel daneben liegt;;Das satte Blau der Kornblumen neben den Goldlichtern der Vase sind von vollendeter malerischer Harmonie. Sch. R.;Cella Thoma;Q1052976;0;0;1
613653;Urban, Hermann [Künstler:in];New-Orleans und München;;"Hermensäule in der Villa Adriana bei Tivoli, umgeben von blühendem Nadelholzbusch. Bezeichnet: H. Urban; G. R.";Hermann Urban;Q21502958;0;0;1
613654;Willroider, Ludwig [Künstler:in];München;;"Landschaftsskizze aus Kärnten, Wörther See mit Karawanken. Bezeichnet: Lud. Willroider; G. R.";Ludwig Willroider;Q89623;0;0;1
614879;Egger-Lienz, Albin [Künstler:in];Bäuerin;;derzeit keine weiteren Angaben verfügbar;Albin Egger-Lienz;;0;0;1
614884;Habermann, Hugo von (Freiherr) [Künstler:in];Selbstporträt des Künstlers;1892 [Datierung];signiert und datiert, Habermann 92;Hugo von Freiherr Habermann;;1892;0;1
614888;Hengeler, Adolf [Künstler:in];Einsiedlerhöhle;;derzeit keine weiteren Angaben verfügbar;Adolf Hengeler;Q54891;0;0;1
614890;Hess, Julius [Künstler:in];Mutter und Kind;;Eine Studie für diese Komposition ist wiedergegeben in: Die Kunst für alle, Bd. 27, Nr. 16 (15. Mai 1912), 387, Abb.;Julius Hess;Q15434970;0;0;1
614891;Hess, Julius [Künstler:in];Stillleben;;derzeit keine weiteren Angaben verfügbar;Julius Hess;Q15434970;0;0;1
614892;Hüther, Julius [Künstler:in];Akt;;derzeit keine weiteren Angaben verfügbar;Julius Hüther;Q1591489;0;0;1
614893;Hüther, Julius [Künstler:in];Dame am Balkon;;;Julius Hüther;Q1591489;0;0;1
614894;Klossowsky, Max [Künstler:in];Komposition, Kreuzigung;;derzeit keine weiteren Angaben verfügbar;Max Klossowsky;;0;0;1
614896;Klimt, Gustav [Künstler:in];Rosengarten;;signiert GUSTAV KLIMT;Gustav Klimt;Q34661;0;0;1
614898;Merkel, Adolf [Künstler:in];Ideallandschaft;;derzeit keine weiteren Angaben verfügbar;Adolf Merkel;Q3605400;0;0;1
614899;Merkel, Adolf [Künstler:in];Rebekka;;derzeit keine weiteren Angaben verfügbar;Adolf Merkel;Q3605400;0;0;1
614902;Nissl, Rufolf [Künstler:in];Akt beim Feuer;;derzeit keine weiteren Angaben verfügbar;Rufolf Nissl;;0;0;1
614905;Orlik, Emil [Künstler:in];Stillleben;;derzeit keine weiteren Angaben verfügbar;Emil Orlik;Q80056192;0;0;1
614906;Püttner, Walter [Künstler:in];Großes Stillleben;;derzeit keine weiteren Angaben verfügbar;Walter Püttner;Q1447925;0;0;1
614907;Püttner, Walter [Künstler:in];Kleines Stillleben;;derzeit keine weiteren Angaben verfügbar;Walter Püttner;;0;0;1
614908;Putz, Leo [Künstler:in];Frühlingssonne;;;Leo Putz;Q1818710;0;0;1
614916;Schwalbach, Carl [Künstler:in];Schlafende Frauen;;;Carl Schwalbach;Q39439615;0;0;1
614990;Caillebotte, Gustave [Künstler:in];Vue sur la Marne / Blick auf die Marne;1883 [Datierung];"Signiert auf der linken Seite und datiert ""1883""";Gustave Caillebotte;Q295144;1883;0;1
614992;Fantin-Latour, Henri [Künstler:in];Cristal, roses blanches, raisin et poire / Kristall, weiße Rosen, Trauben und Birnen;1863 [Datierung];"Signiert auf der rechten Seite und datiert ""1863""";Henri Fantin-Latour;Q310715;1863;0;1
614993;Fantin-Latour, Henri [Künstler:in];Pêches dans une bourriche / Pfirsiche in einer Schachtel;;Signiert auf der linken Seite;Henri Fantin-Latour;Q310715;0;0;1
614995;Vallotton, Félix [Künstler:in];Jeune femme drapée de bleu / Junge Frau, in blau gehüllt;1921 [Datierung];"Signiert und datiert unten links ""Vallotton 21""";Félix Vallotton;Q123740;1921;0;1
614998;Vallotton, Félix [Künstler:in];Etude Anatomique / Anatomische Studie;1884 [Datierung];"Signiert und datiert ""F. Vallotton 84""";Félix Vallotton;Q123740;1884;0;1
614999;Vallotton, Félix [Künstler:in];Femme sortant de l'onde / Frau, aus der Welle steigend;1899 (um) [Datierung];"Signiert und datiert ""F. Vallotton 98""";Félix Vallotton;Q123740;0;1899;1
619474;Douzette, Louis [Künstler:in];Blick auf Santa Maria della Salute in Venedig. Sonnenuntergang;;Goldener Rahmen. Signatur.;Louis Douzette;Q873339;0;0;1
619425;Schalcken, Godfried [Künstler:in];Der alte Geldzähler, bei Kerzenlicht eine Urkunde lesend;;Silberner Rahmen;Godfried Schalcken;Q874868;0;0;1
619444;Willmann, Michael Lukas Leopold [Künstler:in];Der Alchemist;;Ein alter Mann fährt entsetzt vor einer Explosion auf seinem Ofen zurück, eine Frau, an die sich ein Kind klammert, reißt ihn zur Seite. Im Vorder- und Hintergrunde zahlreiches Gerät. Goldener Rahmen;Michael Lukas Leopold Willmann;;0;0;1
619470;Kuhbeil, Carl Ludwig [Künstler:in];Der Blick in das gelobte Land;1818 [Datierung];über Moses in der Luft Gottvater mit den Heerscharen der Engel. Rechts das weitgedehnte Land mit Hügeln, Wäldern und Städten. Goldener Rahmen. Signiert und datiert 1818.;Carl Ludwig Kuhbeil;;1818;0;1
619476;Lietzmann, Hans [Künstler:in];Der Monte Baldo vom Gardasee aus gesehen;1924 [Datierung];Silberner Rahmen. Signiert und datiert 1924.;Hans Lietzmann;Q76061;1924;0;1
619480;Herrmann, Curt [Künstler:in];Delfter Vase mit Clematis;;Goldener Rahmen. Mit Monogramm.;Curt Herrmann;Q15804115;0;0;1
619440;Ryckaert, David [Künstler:in];Der Satyr beim Bauern;;Der Satyr sitzt mit der ganzen Bauernfamilie am Tisch und sieht zu, wie die Bauern die Suppe ausblasen. Der Bauer. Die Familienmitglieder schauen ihn erstaunt an. Goldener Rahmen.;David Ryckaert;Q20205301;0;0;1
619445;Poelenburg, Cornelis van [Künstler:in];Die Taufe Christi;;"Christus von Engeln bedient; über ihm die Taube, vorn Badende. Das Tal von Felsschluchten umgeben, rechts hohe Bäume; Fernblick. Silbener Rahmen";Cornelis van Poelenburg;;0;0;1
619412;Snyders, Frans (Kreis von) [Künstler:in];Eberjagd;;Goldener Rahmen;Frans Snyders (?);Q29231;0;0;1
619428;Horemans, Jan (Art von/Style of) [Künstler:in];Die Wochenstube;;Links eine Frauengruppe mit dem Säugling, rechts die Wöchnerin im Himmelbett mit Besuch und Kindern. Das Zimmer mit Gemälden geziert. Goldener Rahmen;Jan Art vonStyle of Horemans;;0;0;1
619441;Mignon, Abraham [Künstler:in];Ein Blumenstück;;Vor einer Felswand weiße Lilie, roter Mohn und Rosen. Links unten Blick auf eine Ruine. Golderner Rahmen;Abraham Mignon;Q330400;0;0;1
619443;Netscher, Constantin [Künstler:in];Ein holländischer Stadthalter;;In seiner Bibliothek an einem mit persischen Teppich bedeckten Tisch sitzend. Er nimmt von einem Knaben ein Schriftstück mit dem Datum 1708 entgegen. Im Hintergrund Bücherregale und rote Draperie. Goldrahmen. Nach der alten Inschrift auf der Rückseite aus der Dresdner Galerie.;Constantin Netscher;;0;0;1
619469;Bennewitz von Löfen, Karl (der Ältere) [Künstler:in];Eichenwald an der Ostsee;;Alte Bäume in Herbstbeginn, Schäfer und Kühe als Staffage. Blick auf die Sanddünen und das Meer. Goldener Rahmen. Signiert.;Karl Bennewitz von Löfen the Elder;;0;0;1
619424;Beyeren, Abraham Hendricksz. van [Künstler:in];Fischstillleben;;Ein Mann mit Pfeife, vor ihm große silbergraue Fische. Goldener Rahmen. Reste eines Monogramms.;Abraham Hendricksz van Beyeren;;0;0;1
619442;Fyt, Jan [Künstler:in];Jagdstillleben;;Jagdbeute, Hase, Reb- hühner, Spechte, Häher und kleine Singvögel, von einem Hund bewacht, in einer Landschaft liegend. Silberner Rahmen;Jan Fyt;Q624802;0;0;1
619447;Musscher, Michiel van [Künstler:in];Junge Frau mit ihrem Töchterchen;;die Dame in braunem Seidenkleid hat das Kind, welches einen Apfel hält, auf die Brüstung eines Steinfensters gesetzt. Unten ein Puttenrelief. Goldrahmen;Michiel van Musscher;Q185495;0;0;1
619468;Junker, Hermann [Künstler:in];Zigeunerbursch mit einem Schimmel;1905 [Datierung];Goldener Rahmen. Signiert und datiert 1905.;Hermann Junker;;1905;0;1
619477;Hartig, Hans [Künstler:in];Schlesisches Stadtbild;;"Winterabend; vorn eine alte Steinbrücke, über die ein Planwagen fährt. Goldener Rahmen. Signatur.";Hans Hartig;Q1580033;0;0;1
622724;Jordaens, Jacob (1) [Künstler:in];Kreuzigung Christi;;;Jacob Jordaens;Q270658;0;0;1
622755;Ury, Lesser [Künstler:in];Große Grunewald-Landschaft;1909/1910 [Datierung];In herbstlichen Farben ist ein Kieferwald an einem See zu sehen. Vermutlich handelt es sich um eine Darstellung des Grunewalds.;Lesser Ury;;1909;0;1
623335;Andersen / Anderson [Künstler:in];Gebirgslandschaft / Landschaft / Englische Landschaft mit ruhenden Kühen;1601/1930 [Zeitraum];in Goldrahmen;Andersen  Anderson;;1601;0;1
623336;Andersen / Anderson [Künstler:in];Gebirgslandschaft / Landschaft;1601/1930 [Zeitraum];in Goldrahmen;Andersen  Anderson;;1601;0;1
623338;Barker G. / Barker T. [Künstler:in];Schutz vorm Gewitter;1601/1930 [Zeitraum];Mann an Baum gelehnt im Wald.;Barker G  Barker T;;1601;0;1
623339;Bonvin, François [Künstler:in];Pontollier pres Thiere / Landschaft mit Fluss;"1601/1930 [Zeitraum]
1837 [Datierung]";in Goldrahmen;François Bonvin;Q1357683;1601;0;1
623345;Baisch, Hermann [Künstler:in];Herbstlandschaft / Wald-Interieur / Waldinneres im Herbst;;Herbstliche Birken, gemischt mit Tannwald an einem Weiher. Naturstudie. Goldrahmen;Hermann Baisch;Q203661;0;0;1
623346;Bartels, Hans von [Künstler:in];Brandung / Holländische Strandszene;;Die sich überstürzenden Wogen zerstieben am felsigen Strande.Möglicherweise auch Bleistift- oder Aquarellstudie. Holzrahmen;Hans von Bartels;Q475143;0;0;1
